ano,mes,tipo,metrica,id_cliente,nombre_cliente,monto_local,monto_dolar
2015,6,SERVICIOS,presupuesto,ZF210832D,SENSIENT COSTA RICA S.R.L.,111000,200
2015,6,SERVICIOS,presupuesto,ZF300701D,HOSPIRA COSTA RICA L.T.D.,205900.78,370.99
2015,6,SERVICIOS,presupuesto,ZF309529D,PFIZER ZONA FRANCA S.A,111000,200
2015,6,SERVICIOS,presupuesto,ZF309921,ROCHE SERVICIOS S.A.,1407851.68,2536.67
2015,6,SERVICIOS,presupuesto,ZF389714D,FORTECH S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF391327D,GUALAPACK COSTA RICA S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF440736D,TARIMAS Y EMBALAJES DE MADERAS CERTIFICADAS S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF710816D,C&J INTERNATIONAL LLC S.R.L.,111000,200
2015,6,SERVICIOS,presupuesto,ZF730215D,OBERG COSTA RICA L.T.D.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF731139D,OKAY INDUSTRIES COSTA RICA S.R.L.,111000,200
2015,6,SERVICIOS,presupuesto,ZF731215D,PRECISION INTERNACIONAL PREINSA S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF840604D,INTERNATIONAL PRECISION MOLDS S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF850001,VENTAS F.R. UNO S.A.,1639756.21,2954.52
2015,6,SERVICIOS,presupuesto,ZF850103D,MICRO TECHNOLOGIES S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF851317,ATL TECHNOLOGY C.R. L.T.D.A,111000,200
2015,6,SERVICIOS,presupuesto,ZF859428D,COMERCIALIZADORA CENTROAMERICANA GL S.A.,283371.9,510.58
2015,6,SERVICIOS,presupuesto,ZF859705D,COMPONENTES INTEL DE COSTA RICA S.A.,17877395.82,32211.52
2015,6,SERVICIOS,presupuesto,ZF859810D,PROLEX S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF900205D,ARTHROCARE DE COSTA RICA S.R.L.,111000,200
2015,6,SERVICIOS,presupuesto,ZF900931D,BENTEC COSTA RICA S.R.L.,111000,200
2015,6,SERVICIOS,presupuesto,ZF901025D,SMC COSTA RICA DIVISION S.R.L.,111000,200
2015,6,SERVICIOS,presupuesto,ZF901332,ALLEGHENY MEDICAL SYSTEMS S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF909405D,LABORATORIOS DENTALES DE ZONA FRANCA S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF940620D,RTC TERMOFORMAS S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF980023,TERADYNE DE COSTA RICA S.A.,1181080.9,2128.07
2015,6,SERVICIOS,presupuesto,ZF980111,COOPESA DIVISION AVIACION (SERVICIOS),9648272.18,17384.27
2015,6,SERVICIOS,presupuesto,ZF980201,ALIGN TECHNOLOGY DE COSTA RICA S.R.L.,22222618.3,40040.75
2015,6,SERVICIOS,presupuesto,ZF980203,CONAIR AMERICAS LOGISTIC SERVICES S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF980208,SBM MANAGEMENT DE COSTA RICA S.A.,734507.37,1323.44
2015,6,SERVICIOS,presupuesto,ZF980210,DELL COSTA RICA S.A.,1037481.04,1869.34
2015,6,SERVICIOS,presupuesto,ZF980217,LANGUAGE LINE C.R. S.A.,2298318.94,4141.12
2015,6,SERVICIOS,presupuesto,ZF980308,HEWLETT PACKARD COSTA RICA L.T.D.A.,25508235.9,45960.79
2015,6,SERVICIOS,presupuesto,ZF980310,SETON CENTRA S.R.L.,111000,200
2015,6,SERVICIOS,presupuesto,ZF980313,IBM BUSINESS TRANSFORMATION CENTER S.R.L.,10410656.53,18757.94
2015,6,SERVICIOS,presupuesto,ZF980403,TELEFONICA DE PROMOCIONES DE SAN JOSE S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF980404,FISERV COSTA RICA S.A.,3136144.33,5650.71
2015,6,SERVICIOS,presupuesto,ZF980414,BAXTER AMERICAS SERVICES S.R.L.,1016338.81,1831.24
2015,6,SERVICIOS,presupuesto,ZF980416,AVIONYX S.A.,249073.12,448.78
2015,6,SERVICIOS,presupuesto,ZF980501,VIA INFORMATION TOOLS C.R. L.T.D.A.,117335.05,211.41
2015,6,SERVICIOS,presupuesto,ZF980504,BPO INTERNATIONAL S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF980508,F.T.Z. COCA COLA SERVICE COMPANY L.T.D.A.,10342262.44,18634.71
2015,6,SERVICIOS,presupuesto,ZF980512,DOLE SHARED SERVICES L.T.D.A.,1760846.5,3172.7
2015,6,SERVICIOS,presupuesto,ZF980517,SPECIALTY COATING SYSTEMS COSTA RICA S.A.,228259.85,411.28
2015,6,SERVICIOS,presupuesto,ZF980518,APL SERVICE CENTER DE COSTA RICA S.A.,929133.55,1674.11
2015,6,SERVICIOS,presupuesto,ZF980602,SERVICIOS BIOTEC MOLECULAR S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF980607,FUJITSU CONSULTING COSTA RICA S.A.,1002135.2,1805.65
2015,6,SERVICIOS,presupuesto,ZF980611,TELEPERFORMANCE COSTA RICA S.R.L.,3408959.41,6142.27
2015,6,SERVICIOS,presupuesto,ZF980612,SISTEMAS GALILEO DEL SUR BC S.A.,1203071.06,2167.7
2015,6,SERVICIOS,presupuesto,ZF980615,AMBA RESEARCH COSTA RICA S.A.,750471.83,1352.2
2015,6,SERVICIOS,presupuesto,ZF980617,C.R AGILIS ENGINEERING S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF980625,UNITED COLLECTION BUREAU C.R. S.R.L.,515803.13,929.38
2015,6,SERVICIOS,presupuesto,ZF980629,HBI SERVICIOS ADMINISTRATIVOS C.R. S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF980705,TELE TECH CUSTOMER CARE MANAGEMENT COSTA RICA S.A.,705528.93,1271.22
2015,6,SERVICIOS,presupuesto,ZF980706,BASS AMERICAS S.A.,1408464.51,2537.77
2015,6,SERVICIOS,presupuesto,ZF980707,BATCCA SERVICIOS S.A.,1951179.03,3515.64
2015,6,SERVICIOS,presupuesto,ZF980711,SYKES LATIN AMERICA S.A.,2858534.77,5150.51
2015,6,SERVICIOS,presupuesto,ZF980715,BA CONTINUUM COSTA RICA L.T.D.A.,5726577.69,10318.16
2015,6,SERVICIOS,presupuesto,ZF980720,TECH DATA OPERATIONS CENTER S.A.,1130013.8,2036.06
2015,6,SERVICIOS,presupuesto,ZF980721,HELLMAN SERVICE CENTER S.A.,656995.07,1183.77
2015,6,SERVICIOS,presupuesto,ZF980722,C-MINI LUCES INNOVA TECHNOLOGIES L.T.D.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF980723,BRITT SHARED SERVICES S.A.,1140705.6,2055.33
2015,6,SERVICIOS,presupuesto,ZF980733,ACCENTURE S.R.L.,3606859.36,6498.85
2015,6,SERVICIOS,presupuesto,ZF980801,ASTRAZENECA CAMCAR C.R. S.A.,4128396.25,7438.55
2015,6,SERVICIOS,presupuesto,ZF980805,BEAM ONE DE COSTA RICA S.R.L.,445671.94,803.01
2015,6,SERVICIOS,presupuesto,ZF980808,HEALTH DYNAMICS S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF980809,CITI BUSINESS C.R. S.R.L.,10638529.43,19168.52
2015,6,SERVICIOS,presupuesto,ZF980812,EMERSON ELECTRIC C.R. L.T.D.A.,4722547.5,8509.09
2015,6,SERVICIOS,presupuesto,ZF980813,ALTANOVA TEST C.R. S.R.L.,111000,200
2015,6,SERVICIOS,presupuesto,ZF980817,LION RE: SOURCES S.A.,1791288.36,3227.55
2015,6,SERVICIOS,presupuesto,ZF980820,EXPERIAN SERVICES C.R. S.A.,4012072.25,7228.96
2015,6,SERVICIOS,presupuesto,ZF980822,ASSOCIATED CREDITORS EXCHANGE C.R. L.T.D.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF980824,POSSIBLE WORLDWIDE COSTA RICA L.T.D.A.,358574.4,646.08
2015,6,SERVICIOS,presupuesto,ZF980828,AMAZON SUPPORT SERVICES COSTA RICA S.R.L.,8843207.77,15933.71
2015,6,SERVICIOS,presupuesto,ZF980829,TELETECH GLOBAL SERVICES SPAIN SL,111000,200
2015,6,SERVICIOS,presupuesto,ZF980830,THE HANGAR INTERACTIVE S.A.,894937.5,1612.5
2015,6,SERVICIOS,presupuesto,ZF980833,ORACLE COSTA RICA SSC S.A.,1707883.52,3077.27
2015,6,SERVICIOS,presupuesto,ZF980904,JONES LANG LASALLE L.T.D.A,1393291.98,2510.44
2015,6,SERVICIOS,presupuesto,ZF980915,CINE RED S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF980922,D.H.L CUSTOMER SUPPORT C.R. S.A.,2153224.84,3879.68
2015,6,SERVICIOS,presupuesto,ZF980924,STARTEK INTERNATIONAL LIMITED,111000,200
2015,6,SERVICIOS,presupuesto,ZF980926,WNS BPO SERVICES C.R. S.R.L.,389013.6,700.93
2015,6,SERVICIOS,presupuesto,ZF980927,4THOUGHT MARKETING S.A.,247776.98,446.45
2015,6,SERVICIOS,presupuesto,ZF980930,CONVERGYS CUSTOMER MANAGEMENT GROUP INC.,2928683.88,5276.91
2015,6,SERVICIOS,presupuesto,ZF980932,MOTIF L.T.D.A.,455825.27,821.31
2015,6,SERVICIOS,presupuesto,ZF981002,BCD TRAVEL AMERICAS OPERATIONS CENTER L.T.D.A.,665177.43,1198.52
2015,6,SERVICIOS,presupuesto,ZF981005,SERVICIOS DE NEGOCIOS ANWAY L.T.D.A.,1383737.54,2493.22
2015,6,SERVICIOS,presupuesto,ZF981006,BANANERA INTERNACIONAL FYFFES C.R. ,639871.27,1152.92
2015,6,SERVICIOS,presupuesto,ZF981012,BERATEND L.T.D.A.,136716.48,246.34
2015,6,SERVICIOS,presupuesto,ZF981015,MCKINSEY & COMPANY SUPPORT SERVICES C.R.,2350891.59,4235.84
2015,6,SERVICIOS,presupuesto,ZF981030,AEC AEROESPACE S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981031,EMPRESA DE SERVICIOS ZETA CARTAGO S.A.,140895.8,253.87
2015,6,SERVICIOS,presupuesto,ZF981032,CONCENTRIX COSTA RICA S.A.,2122706.11,3824.7
2015,6,SERVICIOS,presupuesto,ZF981036,COSTA RICA CONTAC CENTER CRCC S.A.,4753868.21,8565.53
2015,6,SERVICIOS,presupuesto,ZF981104,AUXIS COSTA RICA L.T.D.A.,629518.19,1134.27
2015,6,SERVICIOS,presupuesto,ZF981105,CURTISS WRIGHT CONTROLS C.R. S.A.,200864.71,361.92
2015,6,SERVICIOS,presupuesto,ZF981106,ECLIPSE IN ACTION L.T.D.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981113,SYKES LATIN AMERICA S.A.,3800520.29,6847.78
2015,6,SERVICIOS,presupuesto,ZF981115,VIALINX S.A.,1275022.48,2297.34
2015,6,SERVICIOS,presupuesto,ZF981116,NATIONAL INSTRUMENTS C.R. L.T.D.A.,1314705.09,2368.84
2015,6,SERVICIOS,presupuesto,ZF981118,POPDIGITAL S.R.L.,350006.53,630.64
2015,6,SERVICIOS,presupuesto,ZF981119,BODYBUILDING.COM S.R.L.,338559.44,610.02
2015,6,SERVICIOS,presupuesto,ZF981120,WALMART GSS LATIN AMERICA S.R.L.,2631342.69,4741.16
2015,6,SERVICIOS,presupuesto,ZF981127,RED STAR DIGITAL C.R. L.T.D.A.,136026.34,245.09
2015,6,SERVICIOS,presupuesto,ZF981130D,FISHER SCIENTIFIC COSTA RICA S.R.L.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981132,CONVERGYS CUSTOMER MANAGEMENT GROUP INC.,4129837.7,7441.15
2015,6,SERVICIOS,presupuesto,ZF981133,CLIENT SERVICES CSICR S.R.L.,279969.86,504.45
2015,6,SERVICIOS,presupuesto,ZF981135,STERIGENICS COSTA RICA S.R.L.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981136,MCM MIDLAND MANAGEMENT COSTA RICA S.R.L.,1177179.64,2121.04
2015,6,SERVICIOS,presupuesto,ZF981137,REX LOGISTICA S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981138,OVERSEAS LOGISTIC OPERATIONS S.A.,758974.6,1367.52
2015,6,SERVICIOS,presupuesto,ZF981142,THOMSON REUTERS COSTA RICA SERVICIOS S.A.,1468027.61,2645.09
2015,6,SERVICIOS,presupuesto,ZF981202,PURA VIDA PAPRIKA L.T.D.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981204,VALU SHRED COSTA RICA VSCR S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981206,TICONTAINERS S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981208,BUILDINGI SOFTWARE AND SERVICES C.R S.R.L.,139727.47,251.76
2015,6,SERVICIOS,presupuesto,ZF981216,WRIGHT MEDICAL C.R. S.A.,117273.89,211.3
2015,6,SERVICIOS,presupuesto,ZF981217,EPC INGENIERIA SERVICIOS DE C.R. S.A.,420371.32,757.43
2015,6,SERVICIOS,presupuesto,ZF981218,BATO SHARED SERVICES S.A.,581999.09,1048.65
2015,6,SERVICIOS,presupuesto,ZF981220,DIALOGUE MARKETING COSTA RICA S.A.,204509.95,368.49
2015,6,SERVICIOS,presupuesto,ZF981221,MICRA CONSULTING INTERNATIONAL L.T.D.A.,1542000.9,2778.38
2015,6,SERVICIOS,presupuesto,ZF981223,HEALTH DYNAMICS S.A.,101073.6,182.11
2015,6,SERVICIOS,presupuesto,ZF981224,TRADESTATION GLOBAL SERVICES S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981227,ZOETIS COSTA RICA S.R.L.,2807865.66,5059.22
2015,6,SERVICIOS,presupuesto,ZF981228,VMWARE COSTA RICA L.T.D.A.,1170550.89,2109.1
2015,6,SERVICIOS,presupuesto,ZF981230,INFOSYS BPO LIMITED,556551.89,1002.8
2015,6,SERVICIOS,presupuesto,ZF981231,HOVG S.R.L.,843254.46,1519.38
2015,6,SERVICIOS,presupuesto,ZF981232,DESERT DEVELOPMENT COMPANY S.A.,1182150,2130
2015,6,SERVICIOS,presupuesto,ZF981234,BRITT SHARED SERVICES S.A.,516524.63,930.68
2015,6,SERVICIOS,presupuesto,ZF981237,BRIGHTPOINT COSTA RICA L.T.D.A.,10283751.45,18529.28
2015,6,SERVICIOS,presupuesto,ZF981302D,VWR INTERNATIONAL L.T.D.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981303,LL BEAN INC,1383291.16,2492.42
2015,6,SERVICIOS,presupuesto,ZF981304,LOGISTICA INDUSTRIAL Y MATERIAL MIL S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981305,MICROBIOLOGICAL COMPLIANCE LABORATORIES S.R.L.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981308D,SAUVIGNON SUR S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981310,PLAZA RIVIERA S.A.,318804.15,574.42
2015,6,SERVICIOS,presupuesto,ZF981311,SYNIVERSE TECHNOLOGIES S.R.L.,471910.34,850.29
2015,6,SERVICIOS,presupuesto,ZF981313,CSS COSTA RICA TECHNOLOGY SERVICES L.T.D.A.,213120,384
2015,6,SERVICIOS,presupuesto,ZF981318,VIALINX S.A.,466160.26,839.93
2015,6,SERVICIOS,presupuesto,ZF981324,ATLANTIC CONTAINER TERMINALS S.A.,270216.4,486.88
2015,6,SERVICIOS,presupuesto,ZF981329,THE RESULT C.R. S.R.L.,1027782.91,1851.86
2015,6,SERVICIOS,presupuesto,ZF981330,ELEPHANT GROUP COSTA RICA S.R.L.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981336,GFT COSTA RICA S.A.,288400.98,519.64
2015,6,SERVICIOS,presupuesto,ZF981338,COGNIZANT TECHNOLOGY SOLUTIONS DE COSTA RICA S.R.L.,162803.64,293.34
2015,6,SERVICIOS,presupuesto,ZF981339,NATIONAL BUILDING MAINTENANCE CO S.A.,528171.3,951.66
2015,6,SERVICIOS,presupuesto,ZF981340,SKIM ANALYTICAL S.R.L.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981341,LION RE: SOURCES S.A.,4892917.8,8816.07
2015,6,SERVICIOS,presupuesto,ZF989141,JONE DE SAN JOSE S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF989142,UNIVERSAL SERVICIOS A CONTENEDORES S.A.,919556.75,1656.86
2015,6,SERVICIOS,presupuesto,ZF989205T,CASA PROVEEDORA PHILLIPS S.A. ,111000,200
2015,6,SERVICIOS,presupuesto,ZF989224,METRO SERVICIOS S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF989514,SYSDE COMPUTACION S.A.,1081305,1948.3
2015,6,SERVICIOS,presupuesto,ZF989531,VERDAD INFORMATICA DE COSTA RICA S.A.,1992310.47,3589.75
2015,6,SERVICIOS,presupuesto,ZF989807,SYKES LATIN AMERICA S.A.,7475983.03,13470.24
2015,6,SERVICIOS,presupuesto,ZF989912,UNION DEL OESTE DE COSTA RICA S.R.L.,7382740.48,13302.24
2015,6,SERVICIOS,presupuesto,ZF989919,PROCTER & GAMBLE INTL OPERATIONS S.A.,25406197.32,45776.93
2015,6,SERVICIOS,presupuesto,ZF981402,FINDASENSE COSTA RICA L.T.D.A.,407883.38,734.93
2015,6,SERVICIOS,presupuesto,ZF981401,GRUPO SAN BERNARDINO BFB S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981407,KIMBERLY-CLARK TRADING AND SERVICES L.T.D.A.,2983055.63,5374.88
2015,6,SERVICIOS,presupuesto,ZF901404D,VIAX DENTAL LAB S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981406,CWT ECENTER COSTA RICA S.R.L.,277500,500
2015,6,SERVICIOS,presupuesto,ZF981411,MICROPORT ORTHOPEDICS S.A.,135160.04,243.53
2015,6,SERVICIOS,presupuesto,ZF858603D,CAMTRONICS S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981418,BRIGHTSTAR SHARED SERVICES L.T.D.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981417,SERECO S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981421,KONRAD GROUP COSTA RICA HOLDINGS S.R.L.,481185,867
2015,6,SERVICIOS,presupuesto,ZF901103T,COVIDIEN MANUFACTURING SOLUTIONS S.A.,151231.95,272.49
2015,6,SERVICIOS,presupuesto,ZF390408D,VENTION MEDICAL COSTA RICA S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981430,SERVICIOS LOGISTICOS LA VALENCIA ACL S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981425,INDIGO TELECOM S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981429,BACARDI SOLUCIONES CORPORATIVAS S.A.,111000,200
2015,6,SERVICIOS,presupuesto,ZF981431,VALOR GLOBAL INFORMATION TECHNOLOGIES C.R L.T.D.A.,675990,1218
2015,6,SERVICIOS,presupuesto,,CRECIMIENTO,55492220.24,99985.98
2015,7,ADMINISTRADORA,presupuesto,ZF980415,EUROCENTER INMOBILIARIA DE COSTA RICA ECR S.A.,473412.34,853
2015,7,ADMINISTRADORA,presupuesto,ZF980507,F.T.Z. COCA COLA PARK ADMINISTRATOR L.T.D.A.,318303.16,573.52
2015,7,ADMINISTRADORA,presupuesto,ZF980511,ALMACENES ATALANTA S.A.,111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF980601,PARQUE BIOTECNOLOGICO S.A.,111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF980609,INTEL FREE TRADE ZONE PARK S.A,316260.09,569.84
2015,7,ADMINISTRADORA,presupuesto,ZF980614,PARQUE INDUSTRIAL Y DE SERVICIOS COYOL S.A.,111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF980616,BATCCA PARK INVERSIONES INMOBILIARIAS S.A.,111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF980622,ULTRAPARK L.A.G. S.A,636021.68,1145.99
2015,7,ADMINISTRADORA,presupuesto,ZF980630,ZONA FRANCA COYOL S.A.,1542441.13,2779.17
2015,7,ADMINISTRADORA,presupuesto,ZF980702,ZONA FRANCA DEL ESTE (ZFE) S.A.,111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF980726,ZONA GLOBLAL DOS S.A.,111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF980728,CIA INVERSIONISTA LAS BRISAS S.A.,203260.92,366.24
2015,7,ADMINISTRADORA,presupuesto,ZF980730,INVERSIONES AFFINKA S.A.,111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF980732,ADMINISTRADORA PLAZA ROBLE S.A.,209483.97,377.45
2015,7,ADMINISTRADORA,presupuesto,ZF980738,CF FREE ZONE PARK S.R.L.,111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF980815,COSTA DEL BALSAMO S.A.,234406.8,422.35
2015,7,ADMINISTRADORA,presupuesto,ZF980825,B T CONSULTING AND SERVICES S.A.,2116176.48,3812.93
2015,7,ADMINISTRADORA,presupuesto,ZF981017,CONCENTRIX FREE TRADE ZONE S.A.,206872.92,372.74
2015,7,ADMINISTRADORA,presupuesto,ZF981019,DESARROLLADORA MULTIPARK S.A.,111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF981021,FLEXIPARK SETENTA Y CINCO PORTHOS S.A.,111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF981023,GUANAZUL JRV S.A.,111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF981114,TERRA VEREDA TROPICAL S.A.,111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF981129,CONDOMINIO PARQUE INDUSTRIAL ZONA FRANCA ALAJUELA,111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF981141,ADMINISTRADORA ZONA FRANCA SOLARIUM S.A.,111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF981233,LINDORA PARK S.A.,111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF981323,ISIVEN DE CENTROAMERICA C.R. S.A.,111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF981326,GRUPO DESARROLLADOR DE PARQUES INDUSTRIALES S.A.,111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF981335,ZONA FRANCA LA LIMA S.R.L.,113202.8,203.97
2015,7,ADMINISTRADORA,presupuesto,ZF988503,INVERSIONES ZETA S.A. (CARTAGO),453597.06,817.29
2015,7,ADMINISTRADORA,presupuesto,ZF988806,ZONA FRANCA METROPOLITANA S.A.,462069.14,832.56
2015,7,ADMINISTRADORA,presupuesto,ZF988813,INVERSIONES ZETA S.A (MONTECILLOS),111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF989019,CORP. DE INVERS. Y DESARROLLO BES S.A.,201842.57,363.68
2015,7,ADMINISTRADORA,presupuesto,ZF989121,INVERSIONES ZETA S.A. (LA VALENCIA),111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF989139,CENTRO DE CIENCIA Y  TECNOLOGIA ULTRAPARK S.A.,1539687.6,2774.21
2015,7,ADMINISTRADORA,presupuesto,ZF989202,ZONA FRANCA PUNTARENAS S.A.,111000,200
2015,7,ADMINISTRADORA,presupuesto,ZF989906,LOS ARALLANES S.A.,2745396.52,4946.66
2015,7,ADMINISTRADORA,presupuesto,ZF989914,CONAIR COSTA RICA S.A.,161195.48,290.44
2015,7,ADMINISTRADORA,presupuesto,ZF989918,ADM.DE PARQUES Z.F.GENESIS S.A.,149847.06,269.99
2015,7,ADMINISTRADORA,presupuesto,ZF981403,MONTARAS DEL NORTE S.A.,193084.5,347.9
2015,7,ADMINISTRADORA,presupuesto,,CRECIMIENTO,7221941.9,13012.51
2015,7,COMERCIALIZADORA,presupuesto,ZF150014T,COMPAÛIA INDUSTRIAL ACEITERA COTO 54 S.A.,4324710.18,7792.27
2015,7,COMERCIALIZADORA,presupuesto,ZF200923D,ALIMENTOS BERMUDEZ S.A.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF201225D,COMPAÛIA FRUTERA LA PAZ S.A.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF209922T,COMPAÛIA MUNDIMAR S.A.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF309529,PFIZER ZONA FRANCA S.A,13872649.3,24995.76
2015,7,COMERCIALIZADORA,presupuesto,ZF309921D,ROCHE SERVICIOS S.A.,18037626.54,32500.23
2015,7,COMERCIALIZADORA,presupuesto,ZF391211D,PRENT AMERICAS C.R. S.R.L.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF391327T,GUALAPACK COSTA RICA S.A.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF399830D,CSI CLOSURE SYSTEMS MANUFACTURING DE C.A. S.R.L.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF400734D,CONFORMADO DE ELASTOMEROS S.A.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF420727,FLEXIBLE PACKAGING C.R. S.A.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF429534D,GWW INTERNACIONAL S.A.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF449704D,MADERIN ECO S.A.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF481321,ETIPRES ZONA FRANCA S.A.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF730735D,GREIF COSTA RICA S.A.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF850001D,VENTAS F.R. UNO S.A.,178072.69,320.85
2015,7,COMERCIALIZADORA,presupuesto,ZF850022D,L-TRES COMUNICACIONES COSTA RICA S.A.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF850626D,SAMTEC INTERCONNET ASSEMBLY SIA C.R. S.R.L.,218125.16,393.02
2015,7,COMERCIALIZADORA,presupuesto,ZF851317D,ATL TECHNOLOGY C.R. L.T.D.A,1184723.04,2134.64
2015,7,COMERCIALIZADORA,presupuesto,ZF859207D,C&K COACTIVE S.A.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF859219D,XELTRON S.A.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF859428,COMERCIALIZADORA CENTROAMERICANA GL S.A.,4883827.95,8799.69
2015,7,COMERCIALIZADORA,presupuesto,ZF900205T,ARTHROCARE DE COSTA RICA S.R.L.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF901103D,COVIDIEN MANUFACTURING SOLUTIONS S.A.,2089733.51,3765.29
2015,7,COMERCIALIZADORA,presupuesto,ZF901332D,ALLEGHENY MEDICAL SYSTEMS S.A.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF901337D,CYBERONICS LATAM S.R.L.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF908901D,PHAROS DE COSTA RICA S.A.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF909702D,VITEC VIDEOCOM L.T.D.A,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF909920D,ALLERGAN COSTA RICA L.T.D.A.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF959403D,RAWLINGS DE COSTA RICA S.A.,146209.81,263.44
2015,7,COMERCIALIZADORA,presupuesto,ZF981104D,AUXIS COSTA RICA L.T.D.A.,111000,200
2015,7,COMERCIALIZADORA,presupuesto,ZF981130,FISHER SCIENTIFIC COSTA RICA S.R.L.,998597.01,1799.27
2015,7,COMERCIALIZADORA,presupuesto,ZF981302T,VWR INTERNATIONAL L.T.D.A.,249917.06,450.3
2015,7,COMERCIALIZADORA,presupuesto,ZF989205,CASA PROVEEDORA PHILLIPS S.A. ,184795.8,332.97
